drug_event_pair,drug,event,is_anomaly,anomaly_score,count,prr,ror,chi2,serious_rate,death_rate,hosp_rate,life_threat_rate,disable_rate
Osimertinib||Interstitial lung disease,Osimertinib,Interstitial lung disease,True,0.5982213552214896,29.0,7.410460564354839,7.41046056435484,126.60357788287494,1.0,0.5172413793103449,0.5862068965517241,0.1724137931034483,0.0
Nivolumab||Hypoalbuminaemia,Nivolumab,Hypoalbuminaemia,True,0.5981472249800881,1.0,1.7458263772954925,1.7458263772954925,0.29981049241214,1.0,1.0,1.0,1.0,1.0
Venetoclax||Lymphadenopathy,Venetoclax,Lymphadenopathy,True,0.5980552720604368,19.0,13.367135455218358,13.367135455218357,156.66011839719565,0.8947368421052632,0.15789473684210525,0.3684210526315789,0.10526315789473684,0.05263157894736842
Olaparib||Biliary dilatation,Olaparib,Biliary dilatation,True,0.5976057285860399,1.0,0.0,0.0,28.07326736207583,1.0,1.0,1.0,1.0,1.0
Doxorubicin||Infection reactivation,Doxorubicin,Infection reactivation,True,0.5972533761701724,2.0,57.087141339001064,57.087141339001064,35.45338126300363,1.0,0.0,1.0,0.0,0.0
Atezolizumab||Ejection fraction abnormal,Atezolizumab,Ejection fraction abnormal,True,0.5968113842083518,1.0,57.22198952879582,57.22198952879581,27.11597597355357,1.0,0.0,1.0,1.0,0.0
Carboplatin||Malignant glioma,Carboplatin,Malignant glioma,True,0.596618980558698,3.0,73.30375114364135,73.30375114364135,51.31096543202176,1.0,0.0,0.0,0.0,0.0
Olaparib||Intestinal mass,Olaparib,Intestinal mass,True,0.5964151402262161,1.0,14.527297297297297,14.527297297297297,8.113193046069014,1.0,1.0,1.0,1.0,1.0
Nivolumab||Autoimmune pancreatitis,Nivolumab,Autoimmune pancreatitis,True,0.5963507007407377,2.0,90.90058479532162,90.90058479532163,57.898439938188744,1.0,0.0,1.0,0.0,0.0
Paclitaxel||Acute hepatitis C,Paclitaxel,Acute hepatitis C,True,0.5959735650321724,5.0,72.50944414463032,72.50944414463032,97.11534337137209,1.0,0.0,1.0,0.0,0.0
Paclitaxel||Death,Paclitaxel,Death,True,0.5959467140709931,36.0,0.7116056281808202,0.7116056281808203,3.7865950577543845,1.0,1.0,0.1111111111111111,0.0,0.0
Epcoritamab||Psoas abscess,Epcoritamab,Psoas abscess,True,0.5959111093862354,1.0,0.0,0.0,34.973245800094205,1.0,1.0,1.0,1.0,1.0
Epcoritamab||Haemorrhagic gastroenteritis,Epcoritamab,Haemorrhagic gastroenteritis,True,0.5959111093862354,1.0,0.0,0.0,34.973245800094205,1.0,1.0,1.0,1.0,1.0
Ibrutinib||Ecchymosis,Ibrutinib,Ecchymosis,True,0.5958705744355031,6.0,50.07142857142857,50.07142857142857,111.62792983815707,0.8333333333333334,0.3333333333333333,0.6666666666666666,0.0,0.0
Atezolizumab||Circumstance or information capable of leading to medication error,Atezolizumab,Circumstance or information capable of leading to medication error,True,0.5958521165244609,4.0,28.697478991596636,28.69747899159664,69.75722264745811,0.0,0.0,0.0,0.0,0.0
Osimertinib||Microangiopathic haemolytic anaemia,Osimertinib,Microangiopathic haemolytic anaemia,True,0.5957713383055777,1.0,34.96507115135835,34.965071151358345,16.027201332797205,1.0,1.0,1.0,1.0,0.0
Epcoritamab||Cytomegalovirus viraemia,Epcoritamab,Cytomegalovirus viraemia,True,0.5952517676371856,5.0,90.16166666666668,90.16166666666666,122.14010550811085,1.0,0.0,0.2,0.0,0.0
Abemaciclib||Dehydration,Abemaciclib,Dehydration,True,0.5946157996022129,31.0,3.5592724502995643,3.5592724502995643,49.964376296180006,0.8387096774193549,0.0,0.5483870967741935,0.0,0.0
Abemaciclib||Fibula fracture,Abemaciclib,Fibula fracture,True,0.5944781297905927,2.0,43.37350359138068,43.37350359138069,40.396257370345964,1.0,0.0,0.0,0.0,0.5
Nivolumab||Gastrointestinal haemorrhage,Nivolumab,Gastrointestinal haemorrhage,True,0.5944417103676262,1.0,0.731636060100167,0.7316360601001669,0.09459747978114089,1.0,1.0,1.0,1.0,1.0
Nivolumab||Loss of consciousness,Nivolumab,Loss of consciousness,True,0.5944417103676262,1.0,0.7087463480801336,0.7087463480801336,0.1150741481637417,1.0,1.0,1.0,1.0,1.0
Nivolumab||Intestinal obstruction,Nivolumab,Intestinal obstruction,True,0.5944417103676262,1.0,0.768880337285306,0.768880337285306,0.06671369288249206,1.0,1.0,1.0,1.0,1.0
Erlotinib||Eye irritation,Erlotinib,Eye irritation,True,0.5943867213801923,9.0,43.43912032898265,43.43912032898265,157.6305832801041,1.0,0.2222222222222222,0.4444444444444444,0.1111111111111111,0.1111111111111111
Venetoclax||Escherichia sepsis,Venetoclax,Escherichia sepsis,True,0.5938291863877018,2.0,39.64327485380117,39.64327485380117,36.68541537472754,1.0,0.0,1.0,1.0,0.0
Ibrutinib||Disease progression,Ibrutinib,Disease progression,True,0.5935609391466884,41.0,1.707666953349093,1.7076669533490931,10.665898630155185,1.0,0.7073170731707317,0.5365853658536586,0.024390243902439025,0.0
Vemurafenib||Hyperkeratosis,Vemurafenib,Hyperkeratosis,True,0.5935586963381678,14.0,27.97981814149479,27.97981814149479,197.3783042834638,0.9285714285714286,0.07142857142857142,0.14285714285714285,0.0,0.07142857142857142
Atezolizumab||Blood triglycerides increased,Atezolizumab,Blood triglycerides increased,True,0.5935288261429461,1.0,57.22198952879582,57.22198952879581,27.11597597355357,1.0,0.0,0.0,0.0,0.0
Vemurafenib||Genital discomfort,Vemurafenib,Genital discomfort,True,0.5931140538306489,1.0,0.0,0.0,34.68120442481078,1.0,1.0,1.0,1.0,1.0
Trastuzumab||Nausea,Trastuzumab,Nausea,True,0.5927100606214327,38.0,0.7737978519064865,0.7737978519064865,2.2546774235833014,0.8947368421052632,0.05263157894736842,0.42105263157894735,0.05263157894736842,0.0
Crizotinib||Pyopneumothorax,Crizotinib,Pyopneumothorax,True,0.5926533114320218,1.0,43.768115942028984,43.768115942028984,20.41156339829352,1.0,1.0,1.0,1.0,0.0
Cetuximab||Skin fissures,Cetuximab,Skin fissures,True,0.5926181280891037,7.0,25.924118323969406,25.924118323969402,115.97266089449452,0.0,0.0,0.0,0.0,0.0
Olaparib||Product difficult to swallow,Olaparib,Product difficult to swallow,True,0.5924527864939251,5.0,0.0,0.0,140.36633681037915,0.0,0.0,0.0,0.0,0.0
Paclitaxel||Fatigue,Paclitaxel,Fatigue,True,0.5923695461693913,41.0,0.9204840066727665,0.9204840066727665,0.25181297375060613,0.975609756097561,0.1951219512195122,0.4634146341463415,0.0,0.0
Venetoclax||Sepsis,Venetoclax,Sepsis,True,0.5922303073163394,24.0,3.673105497771174,3.6731054977711737,40.78798638913497,1.0,0.625,0.9166666666666666,0.125,0.041666666666666664
Lenalidomide||Pneumonia influenzal,Lenalidomide,Pneumonia influenzal,True,0.5921192696530192,1.0,23.09974533106961,23.09974533106961,13.784277763734044,1.0,1.0,1.0,1.0,0.0
Carfilzomib||Kidney fibrosis,Carfilzomib,Kidney fibrosis,True,0.59191427797155,1.0,47.433797909407666,47.433797909407666,22.23802073834436,1.0,1.0,0.0,0.0,0.0
Ipilimumab||Oesophageal perforation,Ipilimumab,Oesophageal perforation,True,0.5918183836961846,1.0,40.83747178329571,40.83747178329571,18.951597683511707,1.0,1.0,1.0,1.0,0.0
Rucaparib||Abdominal pain upper,Rucaparib,Abdominal pain upper,True,0.5914291106686883,32.0,4.28043202677349,4.28043202677349,62.01838572308143,0.5,0.03125,0.3125,0.0,0.0
Bevacizumab||Peripheral T-cell lymphoma unspecified,Bevacizumab,Peripheral T-cell lymphoma unspecified,True,0.5913531611970713,1.0,30.70011402508552,30.70011402508552,13.904720396634648,1.0,1.0,0.0,1.0,0.0
Osimertinib||Dyspnoea,Osimertinib,Dyspnoea,True,0.5913454329063561,35.0,2.041735423542354,2.041735423542354,16.523776702410565,0.7714285714285715,0.34285714285714286,0.6,0.05714285714285714,0.0
Bortezomib||Unevaluable event,Bortezomib,Unevaluable event,True,0.5912599853328503,21.0,12.470542874768661,12.470542874768661,154.21979312303424,1.0,0.0,0.0,0.0,0.0
Olaparib||Pericardial effusion,Olaparib,Pericardial effusion,True,0.5910953918387963,1.0,0.44646985446985443,0.4464698544698545,0.6522233408106851,1.0,1.0,1.0,1.0,1.0
Dabrafenib||Neoplasm progression,Dabrafenib,Neoplasm progression,True,0.5910953918387963,1.0,0.302798439385859,0.30279843938585904,1.5428350454377087,1.0,1.0,1.0,1.0,1.0
Durvalumab||Critical illness,Durvalumab,Critical illness,True,0.5908901998684075,1.0,46.72703862660944,46.72703862660944,21.885850234993026,1.0,1.0,1.0,0.0,0.0
Doxorubicin||Fanconi syndrome acquired,Doxorubicin,Fanconi syndrome acquired,True,0.5908843074621295,2.0,57.087141339001064,57.087141339001064,35.45338126300363,1.0,1.0,0.0,0.0,0.0
Cisplatin||Diarrhoea,Cisplatin,Diarrhoea,True,0.590159633038875,37.0,0.7669712886818463,0.7669712886818463,2.352427750893563,0.972972972972973,0.32432432432432434,0.6486486486486487,0.10810810810810811,0.0
Dabrafenib||Terminal state,Dabrafenib,Terminal state,True,0.5897272849221297,5.0,43.72977346278318,43.72977346278317,89.89962675127934,1.0,0.0,0.4,0.0,0.0
Pembrolizumab||Diarrhoea,Pembrolizumab,Diarrhoea,True,0.5895660737651452,32.0,1.1255260107950593,1.1255260107950595,0.4063935361907712,0.5,0.125,0.46875,0.03125,0.03125
Imatinib||Fatigue,Imatinib,Fatigue,True,0.5893655941087188,36.0,0.7239942696254362,0.7239942696254362,3.402963697936791,0.9722222222222222,0.05555555555555555,0.3333333333333333,0.027777777777777776,0.027777777777777776
Rituximab||Mantle cell lymphoma recurrent,Rituximab,Mantle cell lymphoma recurrent,True,0.5893286290635454,2.0,53.768304914744235,53.768304914744235,33.251310668720116,1.0,0.5,0.0,0.0,0.0
Vemurafenib||Photosensitivity reaction,Vemurafenib,Photosensitivity reaction,True,0.5892914603309871,18.0,17.07949159088515,17.07949159088515,177.59692514132004,0.7777777777777778,0.1111111111111111,0.3333333333333333,0.0,0.0
Ribociclib||Electrocardiogram QT prolonged,Ribociclib,Electrocardiogram QT prolonged,True,0.5890306386610046,15.0,20.89003225311012,20.89003225311012,190.37668979369954,1.0,0.0,0.06666666666666667,0.0,0.0
Crizotinib||Vomiting,Crizotinib,Vomiting,True,0.5888722623905502,32.0,1.7063368658228402,1.7063368658228404,8.449690089370234,0.4375,0.03125,0.3125,0.0,0.0
Carfilzomib||Haemodynamic instability,Carfilzomib,Haemodynamic instability,True,0.5888440735876125,1.0,47.433797909407666,47.433797909407666,22.23802073834436,1.0,1.0,0.0,0.0,0.0
Pembrolizumab||Staphylococcus test positive,Pembrolizumab,Staphylococcus test positive,True,0.5887900263747377,1.0,15.359582274908268,15.35958227490827,9.845605150075633,1.0,1.0,1.0,1.0,1.0
Durvalumab||Post procedural fistula,Durvalumab,Post procedural fistula,True,0.5884458044926145,1.0,46.72703862660944,46.72703862660944,21.885850234993026,1.0,1.0,0.0,0.0,0.0
Durvalumab||Aortic aneurysm,Durvalumab,Aortic aneurysm,True,0.5884458044926145,1.0,46.72703862660944,46.72703862660944,21.885850234993026,1.0,1.0,0.0,0.0,0.0
Ribociclib||Neutropenia,Ribociclib,Neutropenia,True,0.5883973937249103,35.0,2.9613541136636328,2.9613541136636323,40.23206050718624,0.9714285714285714,0.02857142857142857,0.2,0.02857142857142857,0.0
Pembrolizumab||Hepatitis acute,Pembrolizumab,Hepatitis acute,True,0.5879571551522922,2.0,92.23898305084745,92.23898305084745,58.786840636386394,1.0,0.5,1.0,0.0,0.0
Bevacizumab||Thrombocytopenic purpura,Bevacizumab,Thrombocytopenic purpura,True,0.587819854333014,3.0,92.20547945205479,92.20547945205479,65.4134293972579,1.0,0.0,1.0,0.0,0.0
Ibrutinib||Diarrhoea,Ibrutinib,Diarrhoea,True,0.5874146165832538,35.0,0.886171573057473,0.8861715730574731,0.46195345217738476,0.8285714285714286,0.22857142857142856,0.6571428571428571,0.05714285714285714,0.0
Docetaxel||Haemorrhagic anaemia,Docetaxel,Haemorrhagic anaemia,True,0.5870827456429462,2.0,54.79366700715015,54.793667007150155,33.931598128064984,1.0,1.0,0.5,0.0,0.0
Carfilzomib||Hepatitis toxic,Carfilzomib,Hepatitis toxic,True,0.5870305107845954,1.0,47.433797909407666,47.433797909407666,22.23802073834436,1.0,0.0,1.0,1.0,0.0
Gefitinib||Metastases to the mediastinum,Gefitinib,Metastases to the mediastinum,True,0.586795546017051,2.0,34.64102564102564,34.64102564102564,31.71031736126354,1.0,0.5,0.0,0.5,0.0
Bevacizumab||Duodenal perforation,Bevacizumab,Duodenal perforation,True,0.5866874773592241,1.0,30.70011402508552,30.70011402508552,13.904720396634648,1.0,1.0,1.0,1.0,0.0
Osimertinib||Tumour lysis syndrome,Osimertinib,Tumour lysis syndrome,True,0.5866482358765689,1.0,0.563316362725869,0.563316362725869,0.3232952310778463,1.0,1.0,1.0,1.0,1.0
Lenalidomide||Amaurosis fugax,Lenalidomide,Amaurosis fugax,True,0.5863281198736571,1.0,46.20033955857385,46.20033955857385,21.62340786925404,1.0,1.0,1.0,0.0,0.0
Cetuximab||Anaphylactoid reaction,Cetuximab,Anaphylactoid reaction,True,0.586258706120293,2.0,125.23340961098398,125.23340961098398,80.68044391318168,1.0,0.0,0.5,0.0,0.0
Cetuximab||Reading disorder,Cetuximab,Reading disorder,True,0.5860720711876919,1.0,62.545142857142864,62.54514285714286,29.768951446941006,0.0,0.0,0.0,0.0,0.0
Vemurafenib||Adenocarcinoma gastric,Vemurafenib,Adenocarcinoma gastric,True,0.585806453819825,1.0,35.67678100263852,35.67678100263852,16.381525527274825,1.0,1.0,0.0,0.0,0.0
Cetuximab||Hypotrichosis,Cetuximab,Hypotrichosis,True,0.5857990243011084,1.0,62.545142857142864,62.54514285714286,29.768951446941006,0.0,0.0,0.0,0.0,0.0
Atezolizumab||Incorrect product storage,Atezolizumab,Incorrect product storage,True,0.5857471554016906,2.0,38.18658280922432,38.18658280922432,42.61650897154083,0.0,0.0,0.0,0.0,0.0
Venetoclax||Asphyxia,Venetoclax,Asphyxia,True,0.5857207118532282,1.0,13.204528853177502,13.204528853177502,8.245269389326083,1.0,1.0,0.0,1.0,0.0
Carfilzomib||Death,Carfilzomib,Death,True,0.5856744509739923,35.0,1.1460656525655457,1.1460656525655457,0.5879884867069878,1.0,1.0,0.2,0.0,0.02857142857142857
Cisplatin||Radiation oesophagitis,Cisplatin,Radiation oesophagitis,True,0.5856538195906955,2.0,54.59134860050891,54.59134860050891,33.7973642316894,1.0,0.0,0.0,0.0,0.0
Cisplatin||Deafness bilateral,Cisplatin,Deafness bilateral,True,0.5856004055549343,2.0,18.19643765903308,18.19643765903308,18.791619028187082,1.0,0.5,0.0,0.0,1.0
Niraparib||Dry mouth,Niraparib,Dry mouth,True,0.5855720538163426,23.0,8.429644784894805,8.429644784894805,94.7401951545344,0.8695652173913043,0.043478260869565216,0.4782608695652174,0.30434782608695654,0.0
Cetuximab||Hearing impaired,Cetuximab,Hearing impaired,True,0.5854161980951822,5.0,19.629735935706087,19.629735935706083,65.89617979931674,0.0,0.0,0.0,0.0,0.0
Docetaxel||Intracranial pressure increased,Docetaxel,Intracranial pressure increased,True,0.5853021860743394,5.0,68.59590792838875,68.59590792838874,91.5659868210081,1.0,0.0,1.0,0.0,0.0
Paclitaxel||Hypovolaemic shock,Paclitaxel,Hypovolaemic shock,True,0.5851667937513599,1.0,14.470651588583737,14.470651588583737,8.075845591384894,1.0,0.0,1.0,1.0,1.0
Nivolumab||Interleukin level increased,Nivolumab,Interleukin level increased,True,0.5851592243646866,1.0,45.41235392320534,45.412353923205345,21.23078277410155,1.0,1.0,0.0,0.0,0.0
Nivolumab||Adrenal insufficiency,Nivolumab,Adrenal insufficiency,True,0.5850874330567624,15.0,15.304054054054054,15.304054054054054,145.2012146659156,1.0,0.13333333333333333,1.0,0.06666666666666667,0.06666666666666667
Atezolizumab||Pneumonia,Atezolizumab,Pneumonia,True,0.5850436793486917,29.0,3.3077636192017263,3.307763619201726,41.717746756882384,1.0,0.3793103448275862,0.9655172413793104,0.10344827586206896,0.034482758620689655
Nivolumab||Troponin I increased,Nivolumab,Troponin I increased,True,0.5848776925707018,1.0,45.41235392320534,45.412353923205345,21.23078277410155,1.0,0.0,1.0,1.0,0.0
Bortezomib||Squamous cell carcinoma of the hypopharynx,Bortezomib,Squamous cell carcinoma of the hypopharynx,True,0.5838984277538097,3.0,98.76937156802929,98.76937156802929,70.31117824574876,1.0,0.0,0.6666666666666666,0.0,0.0
Rituximab||Rheumatoid arthritis,Rituximab,Rheumatoid arthritis,True,0.583761905788985,8.0,43.141247484909464,43.14124748490946,121.61233304234982,1.0,0.25,0.375,0.0,0.0
Doxorubicin||Peripheral T-cell lymphoma unspecified,Doxorubicin,Peripheral T-cell lymphoma unspecified,True,0.5836227817693246,1.0,28.528412108337758,28.528412108337758,12.824665121313577,1.0,1.0,0.0,1.0,0.0
Talazoparib||Off label use,Talazoparib,Off label use,True,0.5835256360825769,28.0,3.261531031151896,3.2615310311518955,38.945250852367856,0.4642857142857143,0.25,0.10714285714285714,0.0,0.0
Palbociclib||Product use issue,Palbociclib,Product use issue,True,0.5834506495536671,19.0,9.058814697049991,9.058814697049991,103.93174993439082,0.5263157894736842,0.10526315789473684,0.0,0.0,0.0
Rituximab||Pneumonia pneumococcal,Rituximab,Pneumonia pneumococcal,True,0.5833068026365249,1.0,13.435087719298245,13.435087719298245,7.393595237858399,1.0,1.0,1.0,1.0,1.0
Bevacizumab||Infected skin ulcer,Bevacizumab,Infected skin ulcer,True,0.5832847764532713,3.0,92.20547945205479,92.20547945205479,65.4134293972579,1.0,0.0,0.0,0.0,0.0
Talazoparib||Pancytopenia,Talazoparib,Pancytopenia,True,0.5830610340103525,29.0,6.99574755795954,6.99574755795954,123.48942899043737,1.0,0.20689655172413793,0.5172413793103449,0.0,0.0
Carfilzomib||Chronic kidney disease,Carfilzomib,Chronic kidney disease,True,0.5829807583278382,5.0,47.596153846153854,47.59615384615385,111.19010369172179,1.0,0.2,1.0,0.0,0.0
Osimertinib||Upper gastrointestinal haemorrhage,Osimertinib,Upper gastrointestinal haemorrhage,True,0.582650146419527,1.0,1.8396541158847963,1.839654115884796,0.3535905742551901,1.0,1.0,1.0,1.0,1.0
Palbociclib||Alopecia,Palbociclib,Alopecia,True,0.582625378194915,25.0,5.7792101967646206,5.77921019676462,81.00048226712671,0.36,0.0,0.12,0.0,0.0
Gefitinib||Apathy,Gefitinib,Apathy,True,0.582468558230434,1.0,34.61947469570788,34.61947469570788,15.85515868063177,1.0,0.0,1.0,0.0,1.0
Ibrutinib||Metabolic encephalopathy,Ibrutinib,Metabolic encephalopathy,True,0.5824226653404864,2.0,66.60086366440468,66.60086366440468,41.76758207323805,1.0,0.5,1.0,0.0,0.0
Cetuximab||Pulse abnormal,Cetuximab,Pulse abnormal,True,0.5823908305265905,1.0,62.545142857142864,62.54514285714286,29.768951446941006,0.0,0.0,0.0,0.0,0.0
Docetaxel||Dyspnoea,Docetaxel,Dyspnoea,True,0.5818552628451958,35.0,1.5912991299129913,1.5912991299129913,6.810845996892894,0.9428571428571428,0.22857142857142856,0.4,0.08571428571428572,0.02857142857142857
Gefitinib||Rash,Gefitinib,Rash,True,0.5816201802769266,34.0,1.7969699249906932,1.7969699249906932,10.734000826460566,0.9117647058823529,0.4117647058823529,0.4117647058823529,0.029411764705882353,0.029411764705882353
Epcoritamab||Cytomegalovirus infection,Epcoritamab,Cytomegalovirus infection,True,0.5814845855960502,14.0,23.080239009816474,23.080239009816474,174.1258115202613,1.0,0.35714285714285715,0.5714285714285714,0.14285714285714285,0.0
Bortezomib||Cardiopulmonary failure,Bortezomib,Cardiopulmonary failure,True,0.5814058117469625,1.0,3.287751371115174,3.287751371115174,1.4033401093712565,1.0,1.0,0.0,1.0,1.0
Venetoclax||Catheter site cellulitis,Venetoclax,Catheter site cellulitis,True,0.5813933937496321,1.0,39.61504747991235,39.61504747991234,18.34270768736377,1.0,1.0,1.0,1.0,0.0
Venetoclax||Lumbar spinal stenosis,Venetoclax,Lumbar spinal stenosis,True,0.581377514120302,2.0,79.28801169590643,79.28801169590643,50.189730630802345,1.0,0.0,1.0,0.0,0.0
Doxorubicin||Pyrexia,Doxorubicin,Pyrexia,True,0.5813232364910712,37.0,1.36496764379818,1.3649676437981797,3.2171641314297963,1.0,0.08108108108108109,0.7027027027027027,0.13513513513513514,0.0
Epcoritamab||Intervertebral discitis,Epcoritamab,Intervertebral discitis,True,0.580868007253938,1.0,11.98936170212766,11.98936170212766,7.344810442901762,1.0,1.0,1.0,1.0,1.0
Carfilzomib||Intracardiac thrombus,Carfilzomib,Intracardiac thrombus,True,0.5808002169533537,3.0,0.0,0.0,139.24214860098914,1.0,0.0,0.0,1.0,0.0
Venetoclax||Cryptococcosis,Venetoclax,Cryptococcosis,True,0.5805666753738405,1.0,39.61504747991235,39.61504747991234,18.34270768736377,1.0,1.0,1.0,1.0,0.0
Pomalidomide||Hepatitis B reactivation,Pomalidomide,Hepatitis B reactivation,True,0.580495388277708,1.0,51.60359508041628,51.60359508041627,24.315937613931844,1.0,1.0,1.0,0.0,0.0
Rituximab||Blood pressure systolic increased,Rituximab,Blood pressure systolic increased,True,0.5803527276126774,5.0,67.3103967855349,67.3103967855349,89.74311771106107,1.0,0.4,0.2,0.0,0.0
Dabrafenib||Vomiting,Dabrafenib,Vomiting,True,0.5803305985090526,28.0,1.1753884208085335,1.1753884208085337,0.6663160259580162,0.8214285714285714,0.21428571428571427,0.42857142857142855,0.10714285714285714,0.14285714285714285
Osimertinib||Nausea,Osimertinib,Nausea,True,0.5798093113400187,29.0,0.7335996227966058,0.733599622796606,2.5543885161607447,0.7931034482758621,0.41379310344827586,0.3793103448275862,0.034482758620689655,0.06896551724137931
Carboplatin||Osteosarcoma,Carboplatin,Osteosarcoma,True,0.57977458111647,5.0,17.467294610151754,17.467294610151754,43.39231459970469,1.0,0.4,0.0,0.6,0.0
Vemurafenib||Drug abuse,Vemurafenib,Drug abuse,True,0.5795770378084302,1.0,11.891820580474933,11.891820580474935,7.272609393376279,1.0,1.0,1.0,1.0,1.0
Crizotinib||Optic neuropathy,Crizotinib,Optic neuropathy,True,0.5794325681773301,2.0,87.60676873489122,87.60676873489122,55.712008546086025,1.0,0.0,0.0,0.0,0.0
Venetoclax||Abdominal lymphadenopathy,Venetoclax,Abdominal lymphadenopathy,True,0.5793958842771118,2.0,79.28801169590643,79.28801169590643,50.189730630802345,1.0,0.0,0.5,0.0,0.0
Lenalidomide||Increased upper airway secretion,Lenalidomide,Increased upper airway secretion,True,0.579200976967533,3.0,69.4170918367347,69.4170918367347,78.99762060612915,1.0,0.0,1.0,0.0,0.0
Paclitaxel||Disease progression,Paclitaxel,Disease progression,True,0.5791531927364306,32.0,1.136739471254,1.136739471254,0.4738294606761695,0.96875,0.34375,0.1875,0.03125,0.03125
Ribociclib||White blood cell count decreased,Ribociclib,White blood cell count decreased,True,0.5790791444062908,24.0,3.538280483818241,3.5382804838182413,38.767299862258625,0.75,0.0,0.0,0.0,0.041666666666666664
Osimertinib||Fatigue,Osimertinib,Fatigue,True,0.5790702303125099,31.0,0.8324736758526337,0.8324736758526337,0.9490896844016645,0.6129032258064516,0.41935483870967744,0.25806451612903225,0.0,0.0
Cisplatin||Aortic thrombosis,Cisplatin,Aortic thrombosis,True,0.5790413956002984,4.0,54.645950076413655,54.645950076413655,67.5947284633788,1.0,0.25,0.0,0.0,0.0
Cetuximab||Pruritus,Cetuximab,Pruritus,True,0.5790127282461163,21.0,5.507111399898924,5.507111399898924,68.1910368243574,0.23809523809523808,0.0,0.047619047619047616,0.0,0.0
Venetoclax||Tumour lysis syndrome,Venetoclax,Tumour lysis syndrome,True,0.5790105999409272,17.0,14.80118255728012,14.801182557280118,153.73639978722701,1.0,0.29411764705882354,0.8823529411764706,0.17647058823529413,0.0
Durvalumab||Ulcerative keratitis,Durvalumab,Ulcerative keratitis,True,0.5787591635676052,1.0,46.72703862660944,46.72703862660944,21.885850234993026,0.0,0.0,0.0,0.0,0.0
Dabrafenib||Rash,Dabrafenib,Rash,True,0.5785751108550302,27.0,1.416820331759331,1.416820331759331,3.002119559543567,0.6666666666666666,0.0,0.18518518518518517,0.07407407407407407,0.07407407407407407
Cetuximab||Anaphylactic reaction,Cetuximab,Anaphylactic reaction,True,0.5784059997772211,11.0,30.246544357878864,30.246544357878864,204.43156218864985,1.0,0.0,0.45454545454545453,0.18181818181818182,0.0
Carfilzomib||Hyperviscosity syndrome,Carfilzomib,Hyperviscosity syndrome,True,0.5783550150848515,1.0,47.433797909407666,47.433797909407666,22.23802073834436,1.0,0.0,1.0,1.0,0.0
Olaparib||Crepitations,Olaparib,Crepitations,True,0.5783068793326698,1.0,9.684684684684685,9.684684684684685,5.643150485580464,1.0,1.0,1.0,1.0,1.0
Olaparib||Metastases to pleura,Olaparib,Metastases to pleura,True,0.5783068793326698,1.0,9.684684684684685,9.684684684684685,5.643150485580464,1.0,1.0,1.0,1.0,1.0
Durvalumab||Diarrhoea,Durvalumab,Diarrhoea,True,0.5782060211609883,30.0,1.0668411610346489,1.0668411610346489,0.11433238655765389,0.7666666666666667,0.06666666666666667,0.6,0.06666666666666667,0.06666666666666667
Abemaciclib||Fine motor skill dysfunction,Abemaciclib,Fine motor skill dysfunction,True,0.5780528000632532,1.0,43.33971291866029,43.33971291866029,20.198128685172982,1.0,0.0,1.0,0.0,0.0
Trastuzumab||Dyspnoea,Trastuzumab,Dyspnoea,True,0.5778026634345662,32.0,1.4747099518156612,1.4747099518156612,4.360446549402587,0.9375,0.0625,0.3125,0.0625,0.03125
Niraparib||Disease progression,Niraparib,Disease progression,True,0.5777021623297223,31.0,0.6457170613118807,0.6457170613118807,5.345221758452576,0.9354838709677419,0.3225806451612903,0.41935483870967744,0.12903225806451613,0.0
Carboplatin||Alpha 1 foetoprotein increased,Carboplatin,Alpha 1 foetoprotein increased,True,0.5776726970304087,3.0,73.30375114364135,73.30375114364135,51.31096543202176,1.0,0.0,0.0,0.0,0.0
Bortezomib||Intestinal dilatation,Bortezomib,Intestinal dilatation,True,0.5776720915840783,6.0,39.57726161369193,39.57726161369193,99.15109783276846,1.0,0.0,1.0,0.0,0.0
Carboplatin||Dyspnoea,Carboplatin,Dyspnoea,True,0.5775146033762981,31.0,1.243527704766101,1.243527704766101,1.317193188241689,0.9354838709677419,0.1935483870967742,0.41935483870967744,0.16129032258064516,0.0
Dabrafenib||Illusion,Dabrafenib,Illusion,True,0.5773274724624662,2.0,69.83591731266151,69.8359173126615,43.91502492665105,1.0,0.5,1.0,0.0,0.0
Rituximab||Febrile neutropenia,Rituximab,Febrile neutropenia,True,0.5772568017539842,34.0,2.0516835464016765,2.0516835464016765,16.012057632074765,1.0,0.2647058823529412,0.5882352941176471,0.17647058823529413,0.0
Cetuximab||Oral fungal infection,Cetuximab,Oral fungal infection,True,0.5771375897205241,2.0,41.74294431731502,41.74294431731503,46.85867998721554,0.0,0.0,0.0,0.0,0.0
Bortezomib||Excoriation,Bortezomib,Excoriation,True,0.5769362107421997,1.0,16.4411943936624,16.4411943936624,9.376451081794311,1.0,0.0,0.0,0.0,1.0
Pembrolizumab||Micturition disorder,Pembrolizumab,Micturition disorder,True,0.5767265962409064,1.0,46.08044030482642,46.08044030482642,21.563665519200256,1.0,0.0,1.0,1.0,0.0
Rituximab||Infusion related reaction,Rituximab,Infusion related reaction,True,0.5767250794592025,27.0,7.0545767082079935,7.0545767082079935,105.7274640063865,0.9259259259259259,0.18518518518518517,0.5925925925925926,0.0,0.0
