drug,event,count,anomaly_score,prr,ror,chi2,serious_rate,death_rate,hosp_rate,rarity_score,reasons
Talazoparib,Syncope,5,90,2.442,2.442,3.94,0.800,0.000,0.800,9.317,PRR=2.44 (显著关联); 严重事件率=80.0%; 罕见+严重; 住院率=80.0%
Talazoparib,Loss of consciousness,4,90,3.042,3.042,5.01,1.000,0.250,0.250,9.540,PRR=3.04 (显著关联); 死亡率=25.0%; 罕见+严重
Talazoparib,Performance status decreased,3,90,13.918,13.918,27.01,1.000,0.000,1.000,9.827,PRR=13.92 (显著关联); χ²=27.0 (统计显著); 罕见+严重; 住院率=100.0%
Talazoparib,Ventricular extrasystoles,3,90,17.398,17.398,32.92,1.000,0.000,1.000,9.827,PRR=17.40 (显著关联); χ²=32.9 (统计显著); 罕见+严重; 住院率=100.0%
Talazoparib,Blood potassium increased,3,90,9.278,9.278,18.02,1.000,0.000,1.000,9.827,PRR=9.28 (显著关联); χ²=18.0 (统计显著); 罕见+严重; 住院率=100.0%
Talazoparib,Blood creatinine decreased,3,90,27.838,27.838,47.36,1.000,0.000,1.000,9.827,PRR=27.84 (显著关联); χ²=47.4 (统计显著); 罕见+严重; 住院率=100.0%
Palbociclib,Electrocardiogram QT prolonged,5,90,3.975,3.975,9.68,1.000,0.000,1.000,9.317,PRR=3.98 (显著关联); 严重事件率=100.0%; 罕见+严重; 住院率=100.0%
Palbociclib,Clostridium difficile colitis,4,90,6.662,6.662,15.67,1.000,0.000,0.750,9.540,PRR=6.66 (显著关联); χ²=15.7 (统计显著); 罕见+严重; 住院率=75.0%
Palbociclib,Fluid retention,3,90,2.496,2.496,2.43,1.000,0.333,0.333,9.827,PRR=2.50 (显著关联); 死亡率=33.3%; 罕见+严重
Ribociclib,Drug-induced liver injury,4,90,6.470,6.470,15.85,1.000,0.000,0.500,9.540,PRR=6.47 (显著关联); χ²=15.9 (统计显著); 罕见+严重; 住院率=50.0%
Ribociclib,Rhinorrhoea,3,90,3.428,3.428,4.69,0.667,0.333,0.333,9.827,PRR=3.43 (显著关联); 死亡率=33.3%; 罕见+严重
Ribociclib,Transaminases increased,5,90,3.609,3.609,8.53,1.000,0.200,0.600,9.317,PRR=3.61 (显著关联); 严重事件率=100.0%; 罕见+严重; 住院率=60.0%
Ribociclib,Breast cancer metastatic,4,90,3.349,3.349,5.99,1.000,0.500,0.250,9.540,PRR=3.35 (显著关联); 死亡率=50.0%; 罕见+严重
Ribociclib,Hyperbilirubinaemia,3,90,6.392,6.392,11.72,1.000,0.000,1.000,9.827,PRR=6.39 (显著关联); χ²=11.7 (统计显著); 罕见+严重; 住院率=100.0%
Ribociclib,Tumour marker increased,3,90,3.347,3.347,4.50,1.000,0.333,0.000,9.827,PRR=3.35 (显著关联); 死亡率=33.3%; 罕见+严重
Abemaciclib,Renal failure,11,90,2.406,2.406,8.27,1.000,0.000,0.636,8.528,PRR=2.41 (显著关联); 严重事件率=100.0%; 罕见+严重; 住院率=63.6%
Abemaciclib,Syncope,5,90,2.284,2.284,3.33,1.000,0.000,0.800,9.317,PRR=2.28 (显著关联); 严重事件率=100.0%; 罕见+严重; 住院率=80.0%
Abemaciclib,Blood count abnormal,6,90,3.476,3.476,9.52,0.667,0.000,0.500,9.134,PRR=3.48 (显著关联); 严重事件率=66.7%; 罕见+严重; 住院率=50.0%
Abemaciclib,Tachycardia,5,90,2.856,2.856,5.50,0.600,0.000,0.600,9.317,PRR=2.86 (显著关联); 严重事件率=60.0%; 罕见+严重; 住院率=60.0%
Vemurafenib,Skin discolouration,3,90,3.347,3.347,4.38,1.000,0.667,0.333,9.827,PRR=3.35 (显著关联); 死亡率=66.7%; 罕见+严重
Vemurafenib,Cerebral haemorrhage,3,90,2.328,2.328,2.07,1.000,0.333,0.333,9.827,PRR=2.33 (显著关联); 死亡率=33.3%; 罕见+严重
Vemurafenib,Proteinuria,5,90,3.135,3.135,6.47,1.000,0.000,0.600,9.317,PRR=3.13 (显著关联); 严重事件率=100.0%; 罕见+严重; 住院率=60.0%
Vemurafenib,Aspartate aminotransferase increased,10,90,2.209,2.209,6.00,1.000,0.100,0.500,8.623,PRR=2.21 (显著关联); 严重事件率=100.0%; 罕见+严重; 住院率=50.0%
Vemurafenib,Alanine aminotransferase increased,11,90,2.290,2.290,7.23,1.000,0.091,0.545,8.528,PRR=2.29 (显著关联); 严重事件率=100.0%; 罕见+严重; 住院率=54.5%
Vemurafenib,Pericardial effusion,5,90,2.929,2.929,5.68,1.000,0.000,1.000,9.317,PRR=2.93 (显著关联); 严重事件率=100.0%; 罕见+严重; 住院率=100.0%
Vemurafenib,Pericarditis,3,90,5.952,5.952,10.28,1.000,0.000,1.000,9.827,PRR=5.95 (显著关联); χ²=10.3 (统计显著); 罕见+严重; 住院率=100.0%
Vemurafenib,Rash generalised,5,90,3.971,3.971,9.69,0.800,0.200,0.800,9.317,PRR=3.97 (显著关联); 严重事件率=80.0%; 罕见+严重; 住院率=80.0%
Vemurafenib,Eosinophilia,4,90,14.297,14.297,34.27,1.000,0.000,0.500,9.540,PRR=14.30 (显著关联); χ²=34.3 (统计显著); 罕见+严重; 住院率=50.0%
Vemurafenib,Dermatitis,3,90,3.150,3.150,3.93,0.667,0.333,0.333,9.827,PRR=3.15 (显著关联); 死亡率=33.3%; 罕见+严重
Dabrafenib,Surgery,3,90,8.733,8.733,15.94,0.667,0.000,0.667,9.827,PRR=8.73 (显著关联); χ²=15.9 (统计显著); 罕见+严重; 住院率=66.7%
Dabrafenib,Toxic skin eruption,3,90,5.515,5.515,9.29,1.000,0.333,0.000,9.827,PRR=5.52 (显著关联); 死亡率=33.3%; 罕见+严重
Dabrafenib,Hospitalisation,5,90,3.972,3.972,9.67,1.000,0.200,1.000,9.317,PRR=3.97 (显著关联); 严重事件率=100.0%; 罕见+严重; 住院率=100.0%
Dabrafenib,Hyperhidrosis,6,90,3.228,3.228,8.17,0.833,0.167,0.500,9.134,PRR=3.23 (显著关联); 严重事件率=83.3%; 罕见+严重; 住院率=50.0%
Dabrafenib,Keratoacanthoma,3,90,17.469,17.469,30.12,1.000,0.000,0.667,9.827,PRR=17.47 (显著关联); χ²=30.1 (统计显著); 罕见+严重; 住院率=66.7%
Dabrafenib,Brain neoplasm,3,90,5.822,5.822,9.96,1.000,0.333,0.333,9.827,PRR=5.82 (显著关联); 死亡率=33.3%; 罕见+严重
Nivolumab,Colitis,55,85,16.719,16.719,559.41,1.000,0.000,1.000,6.919,PRR=16.72 (显著关联); χ²=559.4 (统计显著); 严重事件率=100.0%; 住院率=100.0%
Nivolumab,Pyrexia,60,85,3.748,3.748,102.65,0.967,0.100,0.933,6.832,PRR=3.75 (显著关联); χ²=102.7 (统计显著); 严重事件率=96.7%; 住院率=93.3%
Atezolizumab,Febrile neutropenia,20,85,2.501,2.501,16.47,1.000,0.200,0.950,7.930,PRR=2.50 (显著关联); χ²=16.5 (统计显著); 严重事件率=100.0%; 住院率=95.0%
Durvalumab,Colitis,22,85,5.520,5.520,69.81,0.909,0.182,0.727,7.835,PRR=5.52 (显著关联); χ²=69.8 (统计显著); 严重事件率=90.9%; 住院率=72.7%
Ipilimumab,Diarrhoea,74,85,2.457,2.457,54.39,0.919,0.122,0.743,6.622,PRR=2.46 (显著关联); χ²=54.4 (统计显著); 严重事件率=91.9%; 住院率=74.3%
Ipilimumab,Colitis,48,85,12.429,12.429,365.56,1.000,0.188,0.771,7.055,PRR=12.43 (显著关联); χ²=365.6 (统计显著); 严重事件率=100.0%; 住院率=77.1%
Ipilimumab,Dehydration,21,85,2.194,2.194,12.35,1.000,0.190,0.905,7.881,PRR=2.19 (显著关联); χ²=12.4 (统计显著); 严重事件率=100.0%; 住院率=90.5%
Rituximab,Infusion related reaction,27,85,7.055,7.055,105.73,0.926,0.185,0.593,7.630,PRR=7.05 (显著关联); χ²=105.7 (统计显著); 严重事件率=92.6%; 住院率=59.3%
Crizotinib,Lung neoplasm malignant,49,85,55.731,55.731,1110.79,0.469,0.429,0.082,7.034,PRR=55.73 (显著关联); χ²=1110.8 (统计显著); 死亡率=42.9%
Paclitaxel,Interstitial lung disease,21,85,4.168,4.168,42.17,1.000,0.048,0.714,7.881,PRR=4.17 (显著关联); χ²=42.2 (统计显著); 严重事件率=100.0%; 住院率=71.4%
Docetaxel,Febrile neutropenia,43,85,2.712,2.712,39.63,1.000,0.140,0.628,7.165,PRR=2.71 (显著关联); χ²=39.6 (统计显著); 严重事件率=100.0%; 住院率=62.8%
Carboplatin,Febrile neutropenia,47,85,2.666,2.666,41.19,1.000,0.191,0.638,7.076,PRR=2.67 (显著关联); χ²=41.2 (统计显著); 严重事件率=100.0%; 住院率=63.8%
Cisplatin,Febrile neutropenia,35,85,2.151,2.151,18.78,1.000,0.200,0.486,7.371,PRR=2.15 (显著关联); χ²=18.8 (统计显著); 严重事件率=100.0%; 住院率=48.6%
Pomalidomide,Pneumonia,39,85,4.120,4.120,80.05,1.000,0.179,0.795,7.262,PRR=4.12 (显著关联); χ²=80.1 (统计显著); 严重事件率=100.0%; 住院率=79.5%
Bortezomib,Neuropathy peripheral,26,85,4.282,4.282,55.14,0.962,0.115,0.462,7.668,PRR=4.28 (显著关联); χ²=55.1 (统计显著); 严重事件率=96.2%; 住院率=46.2%
Carfilzomib,Atrial fibrillation,20,85,6.246,6.246,74.84,1.000,0.100,0.800,7.930,PRR=6.25 (显著关联); χ²=74.8 (统计显著); 严重事件率=100.0%; 住院率=80.0%
Venetoclax,Neutropenia,46,85,3.373,3.373,66.13,0.826,0.152,0.543,7.097,PRR=3.37 (显著关联); χ²=66.1 (统计显著); 严重事件率=82.6%; 住院率=54.3%
Venetoclax,Platelet count decreased,22,85,2.164,2.164,12.44,0.955,0.182,0.636,7.835,PRR=2.16 (显著关联); χ²=12.4 (统计显著); 严重事件率=95.5%; 住院率=63.6%
Ibrutinib,Haemoglobin decreased,24,85,3.433,3.433,35.75,0.833,0.125,0.417,7.748,PRR=3.43 (显著关联); χ²=35.8 (统计显著); 严重事件率=83.3%; 住院率=41.7%
Olaparib,Anaemia,54,85,2.870,2.870,55.71,0.815,0.130,0.407,6.937,PRR=2.87 (显著关联); χ²=55.7 (统计显著); 严重事件率=81.5%; 住院率=40.7%
Rucaparib,Haemoglobin decreased,28,85,2.392,2.392,18.97,0.821,0.071,0.429,7.594,PRR=2.39 (显著关联); χ²=19.0 (统计显著); 严重事件率=82.1%; 住院率=42.9%
Niraparib,Thrombocytopenia,69,85,3.004,3.004,72.09,0.971,0.188,0.638,6.692,PRR=3.00 (显著关联); χ²=72.1 (统计显著); 严重事件率=97.1%; 住院率=63.8%
Niraparib,Platelet count decreased,120,85,6.898,6.898,393.01,0.908,0.033,0.475,6.139,PRR=6.90 (显著关联); χ²=393.0 (统计显著); 严重事件率=90.8%; 住院率=47.5%
Niraparib,Blood creatinine increased,25,85,2.671,2.671,21.13,0.960,0.080,0.680,7.707,PRR=2.67 (显著关联); χ²=21.1 (统计显著); 严重事件率=96.0%; 住院率=68.0%
Niraparib,Contusion,28,85,9.472,9.472,128.11,1.000,0.071,0.607,7.594,PRR=9.47 (显著关联); χ²=128.1 (统计显著); 严重事件率=100.0%; 住院率=60.7%
Niraparib,Haematocrit decreased,26,85,16.017,16.017,177.72,1.000,0.115,0.423,7.668,PRR=16.02 (显著关联); χ²=177.7 (统计显著); 严重事件率=100.0%; 住院率=42.3%
Niraparib,White blood cell count decreased,39,85,2.189,2.189,20.72,0.949,0.103,0.410,7.262,PRR=2.19 (显著关联); χ²=20.7 (统计显著); 严重事件率=94.9%; 住院率=41.0%
Niraparib,Dry mouth,23,85,8.430,8.430,94.74,0.870,0.043,0.478,7.791,PRR=8.43 (显著关联); χ²=94.7 (统计显著); 严重事件率=87.0%; 住院率=47.8%
Talazoparib,Anaemia,70,85,6.304,6.304,252.11,0.871,0.100,0.457,6.678,PRR=6.30 (显著关联); χ²=252.1 (统计显著); 严重事件率=87.1%; 住院率=45.7%
Talazoparib,Haemoglobin decreased,19,85,3.708,3.708,33.38,0.842,0.053,0.579,7.982,PRR=3.71 (显著关联); χ²=33.4 (统计显著); 严重事件率=84.2%; 住院率=57.9%
Talazoparib,Platelet count decreased,20,85,2.291,2.291,13.24,0.850,0.100,0.700,7.930,PRR=2.29 (显著关联); χ²=13.2 (统计显著); 严重事件率=85.0%; 住院率=70.0%
Talazoparib,Product use in unapproved indication,19,85,18.605,18.605,218.18,0.421,0.263,0.105,7.982,PRR=18.60 (显著关联); χ²=218.2 (统计显著); 死亡率=26.3%
Talazoparib,Off label use,28,85,3.262,3.262,38.95,0.464,0.250,0.107,7.594,PRR=3.26 (显著关联); χ²=38.9 (统计显著); 死亡率=25.0%
Abemaciclib,Dehydration,31,85,3.559,3.559,49.96,0.839,0.000,0.548,7.492,PRR=3.56 (显著关联); χ²=50.0 (统计显著); 严重事件率=83.9%; 住院率=54.8%
Dabrafenib,Pyrexia,103,85,5.340,5.340,284.24,0.796,0.058,0.505,6.291,PRR=5.34 (显著关联); χ²=284.2 (统计显著); 严重事件率=79.6%; 住院率=50.5%
Dabrafenib,Chills,34,85,10.802,10.802,220.11,0.912,0.147,0.412,7.400,PRR=10.80 (显著关联); χ²=220.1 (统计显著); 严重事件率=91.2%; 住院率=41.2%
Nivolumab,Platelet count decreased,5,80,0.534,0.534,1.94,1.000,0.800,0.400,9.317,死亡率=80.0%; 严重事件率=100.0%; 罕见+严重
Atezolizumab,Death,17,80,0.654,0.654,2.88,1.000,1.000,0.176,8.093,死亡率=100.0%; 严重事件率=100.0%; 罕见+严重
Durvalumab,Thrombocytopenia,12,80,1.231,1.231,0.49,1.000,1.000,0.167,8.441,死亡率=100.0%; 严重事件率=100.0%; 罕见+严重
Durvalumab,Disease progression,9,80,0.497,0.497,4.34,0.889,0.556,0.333,8.729,死亡率=55.6%; 严重事件率=88.9%; 罕见+严重
Trastuzumab,Malignant neoplasm progression,9,80,0.367,0.367,9.23,0.889,0.222,0.333,8.729,死亡率=22.2%; 严重事件率=88.9%; 罕见+严重
Trastuzumab,Drug ineffective,9,80,0.962,0.962,0.01,0.778,0.222,0.111,8.729,死亡率=22.2%; 严重事件率=77.8%; 罕见+严重
Trastuzumab,Dizziness,14,80,1.151,1.151,0.25,1.000,0.214,0.286,8.287,死亡率=21.4%; 严重事件率=100.0%; 罕见+严重
Trastuzumab,Toxicity to various agents,7,80,1.407,1.407,0.75,1.000,0.286,0.286,8.980,死亡率=28.6%; 严重事件率=100.0%; 罕见+严重
Bevacizumab,Malignant neoplasm progression,13,80,0.587,0.587,3.52,1.000,0.308,0.385,8.361,死亡率=30.8%; 严重事件率=100.0%; 罕见+严重
Bevacizumab,Sepsis,6,80,0.656,0.656,1.01,1.000,0.500,0.333,9.134,死亡率=50.0%; 严重事件率=100.0%; 罕见+严重
Bevacizumab,Dizziness,6,80,0.527,0.527,2.40,1.000,0.333,0.167,9.134,死亡率=33.3%; 严重事件率=100.0%; 罕见+严重
Bevacizumab,Respiratory failure,5,80,1.030,1.030,0.00,1.000,0.800,0.200,9.317,死亡率=80.0%; 严重事件率=100.0%; 罕见+严重
Cetuximab,Malignant neoplasm progression,16,80,1.494,1.494,2.44,1.000,0.562,0.250,8.153,死亡率=56.2%; 严重事件率=100.0%; 罕见+严重
Cetuximab,Death,17,80,0.717,0.717,1.77,1.000,1.000,0.176,8.093,死亡率=100.0%; 严重事件率=100.0%; 罕见+严重
Rituximab,Oedema,5,80,1.702,1.702,1.31,1.000,0.400,0.400,9.317,死亡率=40.0%; 严重事件率=100.0%; 罕见+严重
Rituximab,Leukopenia,5,80,1.256,1.256,0.24,1.000,0.400,0.200,9.317,死亡率=40.0%; 严重事件率=100.0%; 罕见+严重
Rituximab,Myocardial infarction,5,80,1.639,1.639,1.13,1.000,0.400,0.400,9.317,死亡率=40.0%; 严重事件率=100.0%; 罕见+严重
Rituximab,Post transplant lymphoproliferative disorder,3,80,0.000,0.000,77.68,1.000,0.667,0.000,9.827,χ²=77.7 (统计显著); 死亡率=66.7%; 罕见+严重
Rituximab,Pruritus,6,80,0.623,0.623,1.28,1.000,0.333,0.333,9.134,死亡率=33.3%; 严重事件率=100.0%; 罕见+严重
Rituximab,Neuropathy peripheral,5,80,0.601,0.601,1.24,1.000,0.600,0.000,9.317,死亡率=60.0%; 严重事件率=100.0%; 罕见+严重
Epcoritamab,Atrial fibrillation,6,80,1.285,1.285,0.35,1.000,0.333,0.333,9.134,死亡率=33.3%; 严重事件率=100.0%; 罕见+严重
Epcoritamab,Disease progression,3,80,0.126,0.126,17.34,1.000,0.333,0.333,9.827,χ²=17.3 (统计显著); 死亡率=33.3%; 罕见+严重
Epcoritamab,General physical health deterioration,5,80,1.232,1.232,0.20,1.000,0.400,0.200,9.317,死亡率=40.0%; 严重事件率=100.0%; 罕见+严重
Epcoritamab,Infection,10,80,1.725,1.725,2.80,1.000,0.300,0.400,8.623,死亡率=30.0%; 严重事件率=100.0%; 罕见+严重
Epcoritamab,Febrile neutropenia,8,80,0.603,0.603,1.97,1.000,0.500,0.375,8.847,死亡率=50.0%; 严重事件率=100.0%; 罕见+严重
Epcoritamab,White blood cell count decreased,5,80,0.525,0.525,2.03,1.000,0.400,0.400,9.317,死亡率=40.0%; 严重事件率=100.0%; 罕见+严重
Epcoritamab,Pleural effusion,6,80,0.994,0.994,0.00,1.000,0.833,0.333,9.134,死亡率=83.3%; 严重事件率=100.0%; 罕见+严重
Epcoritamab,Drug ineffective,11,80,1.531,1.531,1.87,0.818,0.273,0.273,8.528,死亡率=27.3%; 严重事件率=81.8%; 罕见+严重
Epcoritamab,Cardiac failure,5,80,1.957,1.957,2.15,1.000,0.800,0.400,9.317,死亡率=80.0%; 严重事件率=100.0%; 罕见+严重
Epcoritamab,Malignant neoplasm progression,11,80,0.580,0.580,3.14,1.000,0.273,0.091,8.528,死亡率=27.3%; 严重事件率=100.0%; 罕见+严重
Epcoritamab,Interleukin-2 receptor increased,3,80,0.000,0.000,104.92,1.000,0.333,0.333,9.827,χ²=104.9 (统计显著); 死亡率=33.3%; 罕见+严重
Epcoritamab,Alanine aminotransferase increased,6,80,1.219,1.219,0.22,1.000,0.333,0.333,9.134,死亡率=33.3%; 严重事件率=100.0%; 罕见+严重
Epcoritamab,High-grade B-cell lymphoma,3,80,0.000,0.000,104.92,1.000,0.333,0.000,9.827,χ²=104.9 (统计显著); 死亡率=33.3%; 罕见+严重
Imatinib,Pleural effusion,7,80,0.847,0.847,0.18,1.000,0.286,0.143,8.980,死亡率=28.6%; 严重事件率=100.0%; 罕见+严重
Imatinib,Anaemia,12,80,0.521,0.521,4.91,0.917,0.333,0.333,8.441,死亡率=33.3%; 严重事件率=91.7%; 罕见+严重
Imatinib,Off label use,7,80,0.429,0.429,5.00,0.857,0.571,0.143,8.980,死亡率=57.1%; 严重事件率=85.7%; 罕见+严重
Imatinib,Abdominal pain,18,80,1.443,1.443,2.20,0.889,0.278,0.389,8.036,死亡率=27.8%; 严重事件率=88.9%; 罕见+严重
Imatinib,Thrombocytopenia,6,80,0.338,0.338,7.33,1.000,0.500,0.167,9.134,死亡率=50.0%; 严重事件率=100.0%; 罕见+严重
Imatinib,Cardiac failure,5,80,1.422,1.422,0.57,1.000,0.400,0.400,9.317,死亡率=40.0%; 严重事件率=100.0%; 罕见+严重
Imatinib,Gastric neoplasm,3,80,0.000,0.000,75.52,1.000,0.333,0.333,9.827,χ²=75.5 (统计显著); 死亡率=33.3%; 罕见+严重
Imatinib,Pyrexia,8,80,0.257,0.257,16.13,1.000,0.125,0.625,8.847,χ²=16.1 (统计显著); 严重事件率=100.0%; 罕见+严重; 住院率=62.5%
Erlotinib,Epistaxis,6,80,1.771,1.771,1.85,1.000,0.333,0.167,9.134,死亡率=33.3%; 严重事件率=100.0%; 罕见+严重
Erlotinib,Off label use,9,80,0.713,0.713,0.97,1.000,0.667,0.222,8.729,死亡率=66.7%; 严重事件率=100.0%; 罕见+严重
Erlotinib,Weight decreased,14,80,1.796,1.796,4.49,0.929,0.286,0.357,8.287,死亡率=28.6%; 严重事件率=92.9%; 罕见+严重
Erlotinib,Pain in extremity,8,80,1.332,1.332,0.61,1.000,0.375,0.375,8.847,死亡率=37.5%; 严重事件率=100.0%; 罕见+严重
Erlotinib,Pain,8,80,0.911,0.911,0.07,1.000,0.250,0.375,8.847,死亡率=25.0%; 严重事件率=100.0%; 罕见+严重
Erlotinib,Abdominal pain,5,80,0.493,0.493,2.48,1.000,0.400,0.000,9.317,死亡率=40.0%; 严重事件率=100.0%; 罕见+严重
Erlotinib,Disease progression,10,80,0.397,0.397,8.59,1.000,0.400,0.300,8.623,死亡率=40.0%; 严重事件率=100.0%; 罕见+严重
Erlotinib,Anaemia,11,80,0.613,0.613,2.51,1.000,0.364,0.273,8.528,死亡率=36.4%; 严重事件率=100.0%; 罕见+严重
Erlotinib,Abdominal pain upper,6,80,1.159,1.159,0.12,1.000,0.333,0.167,9.134,死亡率=33.3%; 严重事件率=100.0%; 罕见+严重
Gefitinib,Abdominal pain,5,80,0.507,0.507,2.27,0.800,0.400,0.400,9.317,死亡率=40.0%; 严重事件率=80.0%; 罕见+严重
Gefitinib,Off label use,17,80,1.422,1.422,1.95,0.824,0.412,0.176,8.093,死亡率=41.2%; 严重事件率=82.4%; 罕见+严重
Gefitinib,Renal failure,5,80,0.843,0.843,0.14,1.000,0.800,0.400,9.317,死亡率=80.0%; 严重事件率=100.0%; 罕见+严重
Gefitinib,Malaise,9,80,0.818,0.818,0.34,0.889,0.667,0.333,8.729,死亡率=66.7%; 严重事件率=88.9%; 罕见+严重
Gefitinib,EGFR gene mutation,3,80,0.000,0.000,100.88,1.000,0.333,0.000,9.827,χ²=100.9 (统计显著); 死亡率=33.3%; 罕见+严重
Gefitinib,Weight decreased,13,80,1.710,1.710,3.50,0.923,0.538,0.231,8.361,死亡率=53.8%; 严重事件率=92.3%; 罕见+严重
Gefitinib,Drug ineffective,6,80,0.785,0.785,0.33,1.000,0.667,0.333,9.134,死亡率=66.7%; 严重事件率=100.0%; 罕见+严重
Gefitinib,Cough,5,80,0.714,0.714,0.54,0.600,0.400,0.400,9.317,死亡率=40.0%; 严重事件率=60.0%; 罕见+严重
Gefitinib,Pruritus,8,80,1.082,1.082,0.05,0.875,0.375,0.375,8.847,死亡率=37.5%; 严重事件率=87.5%; 罕见+严重
Gefitinib,Pain,6,80,0.698,0.698,0.74,0.833,0.500,0.333,9.134,死亡率=50.0%; 严重事件率=83.3%; 罕见+严重
Gefitinib,Ascites,5,80,1.904,1.904,1.97,1.000,0.400,0.200,9.317,死亡率=40.0%; 严重事件率=100.0%; 罕见+严重
Gefitinib,Bone marrow failure,5,80,1.682,1.682,1.27,1.000,0.400,0.000,9.317,死亡率=40.0%; 严重事件率=100.0%; 罕见+严重
Osimertinib,Erythema,7,80,1.531,1.531,1.19,0.571,0.286,0.143,8.980,死亡率=28.6%; 严重事件率=57.1%; 罕见+严重
Osimertinib,Pain in extremity,9,80,1.568,1.568,1.71,0.778,0.222,0.333,8.729,死亡率=22.2%; 严重事件率=77.8%; 罕见+严重
Osimertinib,Back pain,11,80,1.647,1.647,2.57,0.727,0.364,0.364,8.528,死亡率=36.4%; 严重事件率=72.7%; 罕见+严重
Osimertinib,Respiratory failure,8,80,1.919,1.919,3.22,1.000,1.000,0.125,8.847,死亡率=100.0%; 严重事件率=100.0%; 罕见+严重
Osimertinib,Disease progression,13,80,0.540,0.540,4.76,0.923,0.692,0.154,8.361,死亡率=69.2%; 严重事件率=92.3%; 罕见+严重
Osimertinib,Cough,13,80,1.949,1.949,5.46,0.923,0.462,0.231,8.361,死亡率=46.2%; 严重事件率=92.3%; 罕见+严重
Osimertinib,Pruritus,8,80,1.092,1.092,0.06,0.750,0.375,0.125,8.847,死亡率=37.5%; 严重事件率=75.0%; 罕见+严重
Osimertinib,Off label use,13,80,1.085,1.085,0.08,0.692,0.231,0.385,8.361,死亡率=23.1%; 严重事件率=69.2%; 罕见+严重
Osimertinib,Constipation,9,80,0.755,0.755,0.67,0.556,0.222,0.111,8.729,死亡率=22.2%; 严重事件率=55.6%; 罕见+严重
Osimertinib,Dizziness,6,80,0.601,0.601,1.50,0.667,0.500,0.167,9.134,死亡率=50.0%; 严重事件率=66.7%; 罕见+严重
Osimertinib,Insomnia,6,80,1.287,1.287,0.36,0.833,0.333,0.167,9.134,死亡率=33.3%; 严重事件率=83.3%; 罕见+严重
Osimertinib,Platelet count decreased,13,80,1.095,1.095,0.10,0.846,0.308,0.231,8.361,死亡率=30.8%; 严重事件率=84.6%; 罕见+严重
Osimertinib,Stomatitis,9,80,1.761,1.761,2.72,0.667,0.222,0.111,8.729,死亡率=22.2%; 严重事件率=66.7%; 罕见+严重
Crizotinib,Asthenia,10,80,0.845,0.845,0.27,0.900,0.300,0.400,8.623,死亡率=30.0%; 严重事件率=90.0%; 罕见+严重
Paclitaxel,Asthenia,15,80,0.846,0.846,0.39,1.000,0.333,0.333,8.218,死亡率=33.3%; 严重事件率=100.0%; 罕见+严重
Paclitaxel,Pneumonitis,7,80,1.028,1.028,0.00,1.000,0.429,0.286,8.980,死亡率=42.9%; 严重事件率=100.0%; 罕见+严重
Paclitaxel,Metastases to central nervous system,5,80,1.340,1.340,0.40,1.000,0.600,0.400,9.317,死亡率=60.0%; 严重事件率=100.0%; 罕见+严重
Paclitaxel,Malignant neoplasm progression,14,80,0.597,0.597,3.54,1.000,0.286,0.214,8.287,死亡率=28.6%; 严重事件率=100.0%; 罕见+严重
Paclitaxel,Ascites,5,80,1.591,1.591,1.00,1.000,0.800,0.400,9.317,死亡率=80.0%; 严重事件率=100.0%; 罕见+严重
Paclitaxel,Oedema peripheral,9,80,1.837,1.837,3.10,1.000,0.333,0.333,8.729,死亡率=33.3%; 严重事件率=100.0%; 罕见+严重
Paclitaxel,Dysphagia,5,80,1.011,1.011,0.00,1.000,0.400,0.400,9.317,死亡率=40.0%; 严重事件率=100.0%; 罕见+严重
Paclitaxel,Decreased appetite,13,80,0.684,0.684,1.76,1.000,0.308,0.385,8.361,死亡率=30.8%; 严重事件率=100.0%; 罕见+严重
Paclitaxel,Malaise,10,80,0.762,0.762,0.69,1.000,0.500,0.400,8.623,死亡率=50.0%; 严重事件率=100.0%; 罕见+严重
Docetaxel,Neuropathy peripheral,10,80,1.257,1.257,0.48,1.000,0.300,0.300,8.623,死亡率=30.0%; 严重事件率=100.0%; 罕见+严重
Docetaxel,Dysphagia,5,80,0.957,0.957,0.01,0.600,0.400,0.400,9.317,死亡率=40.0%; 严重事件率=60.0%; 罕见+严重
Docetaxel,Constipation,8,80,0.523,0.523,3.25,0.875,0.500,0.250,8.847,死亡率=50.0%; 严重事件率=87.5%; 罕见+严重
Docetaxel,Chest pain,5,80,0.764,0.764,0.34,1.000,0.600,0.400,9.317,死亡率=60.0%; 严重事件率=100.0%; 罕见+严重
Docetaxel,Cough,10,80,1.156,1.156,0.19,1.000,0.400,0.200,8.623,死亡率=40.0%; 严重事件率=100.0%; 罕见+严重
Docetaxel,Abdominal pain,15,80,1.246,1.246,0.66,1.000,0.533,0.333,8.218,死亡率=53.3%; 严重事件率=100.0%; 罕见+严重
Docetaxel,Interstitial lung disease,10,80,1.736,1.736,2.81,1.000,0.500,0.400,8.623,死亡率=50.0%; 严重事件率=100.0%; 罕见+严重
Docetaxel,Epistaxis,7,80,1.698,1.698,1.81,0.857,0.429,0.143,8.980,死亡率=42.9%; 严重事件率=85.7%; 罕见+严重
Doxorubicin,Neuropathy peripheral,6,80,0.770,0.770,0.39,1.000,0.500,0.000,9.134,死亡率=50.0%; 严重事件率=100.0%; 罕见+严重
